Observation unit ID	Date	DoE	NumMainStems	PlantHeight	TubSizeN_12-20	TubSizeN_21-30	TubSizeN_31-40	TubSizeN_41-50	TubSizeN_51-60	TubSizeN_61-70	TubSizeW_12-20	TubSizeW_21-30	TubSizeW_31-40	TubSizeW_41-50	TubSizeW_51-60	TubSizeW_61-70	TubN_total_per_plant	TubW_total_per_plant
WUR:CE-FIN04-5-932-C	2004-07-27	18	3	44														
WUR:CE-FIN04-5-933-A	2004-07-27	17	2	42														
WUR:CE-FIN04-5-933-B	2004-07-27	16	1	32														
WUR:CE-FIN04-5-933-C	2004-07-27	16	1	37														
WUR:CE-FIN04-5-934-A	2004-07-27	17	4	49														
WUR:CE-FIN04-5-934-B	2004-07-27	17	3	45														
WUR:CE-FIN04-5-934-C	2004-07-27			42														
WUR:CE-FIN04-5-935-A	2004-07-27	17	4	36														
WUR:CE-FIN04-5-935-B	2004-07-27	17	5	40														
WUR:CE-FIN04-5-935-C	2004-07-27	15	2	49														
WUR:CE-FIN04-5-936-A	2004-07-27	15	3	47														
WUR:CE-FIN04-5-936-B	2004-07-27	16	4	43														
WUR:CE-FIN04-5-936-C	2004-07-27	19	4	40														
WUR:CE-FIN04-5-937-A	2004-07-27	14	3	35														
WUR:CE-FIN04-5-937-B	2004-07-27	18	1	35														
WUR:CE-FIN04-5-937-C	2004-07-27	15	5	34														
WUR:CE-FIN04-5-938-A	2004-07-27	21	2	27														
WUR:CE-FIN04-5-938-B	2004-07-27	30	3	15														
WUR:CE-FIN04-5-938-C	2004-07-27	19	3	41														
WUR:CE-FIN04-5-939-A	2004-07-27	20	2	53														
WUR:CE-FIN04-5-939-B	2004-07-27	17	5	78														
WUR:CE-FIN04-5-939-C	2004-07-27	17	4	48														
WUR:CE-FIN04-5-940-A	2004-07-27	18	3	48														
WUR:CE-FIN04-5-940-B	2004-07-27	28	3	41														
WUR:CE-FIN04-5-940-C	2004-07-27	18	2	41														
WUR:CE-FIN04-5-941-A	2004-07-27	17	3	52														
WUR:CE-FIN04-5-941-B	2004-07-27	19	2	50														
WUR:CE-FIN04-5-941-C	2004-07-27	17	4	54														
WUR:CE-FIN04-5-942-A	2004-07-27	19	4	40														
WUR:CE-FIN04-5-942-B	2004-07-27	15	3	41														
WUR:CE-FIN04-5-942-C	2004-07-27	20	5	39														
WUR:CE-FIN04-5-943-A	2004-07-27	19	2	33														
WUR:CE-FIN04-5-943-B	2004-07-27																	
WUR:CE-FIN04-5-943-C	2004-07-27	17	4	33														
WUR:CE-FIN04-5-944-A	2004-07-27	17	3	49														
WUR:CE-FIN04-5-944-B	2004-07-27	28	3	39														
WUR:CE-FIN04-5-944-C	2004-07-27	30	2	32														
WUR:CE-FIN04-5-945-A	2004-07-27	24	3	33														
WUR:CE-FIN04-5-945-B	2004-07-27	19	1	50														
WUR:CE-FIN04-5-945-C	2004-07-27	15	3	52														
WUR:CE-FIN04-5-946-A	2004-07-27																	
WUR:CE-FIN04-5-946-B	2004-07-27	17	1	39														
WUR:CE-FIN04-5-946-C	2004-07-27	20	8	34														
WUR:CE-FIN04-5-947-A	2004-07-27	20	7	26														
WUR:CE-FIN04-5-947-B	2004-07-27	17	4	44														
WUR:CE-FIN04-5-947-C	2004-07-27	15	4	40														
WUR:CE-FIN04-5-948-A	2004-07-27	21	2	40														
WUR:CE-FIN04-5-948-B	2004-07-27	19	2	48														
WUR:CE-FIN04-5-948-C	2004-07-27	19	2	47														
WUR:CE-FIN04-5-949-A	2004-07-27	14	7	66														
WUR:CE-FIN04-5-949-B	2004-07-27																	
WUR:CE-FIN04-5-949-C	2004-07-27	14	5	60														
WUR:CE-FIN04-5-950-A	2004-07-27	17	6	55														
WUR:CE-FIN04-5-950-B	2004-07-27	17	2	49														
WUR:CE-FIN04-5-950-C	2004-07-27	18	3	47														
WUR:CE-FIN04-5-951-A	2004-07-27	19	2	39														
WUR:CE-FIN04-5-951-B	2004-07-27	17	2	38														
WUR:CE-FIN04-5-951-C	2004-07-27	18	3	36														
WUR:CE-FIN04-5-952-A	2004-07-27	22	3	40														
WUR:CE-FIN04-5-952-B	2004-07-27	18	4	36														
WUR:CE-FIN04-5-952-C	2004-07-27	18	4	44														
WUR:CE-FIN04-5-953-A	2004-07-27	15	2	36														
WUR:CE-FIN04-5-953-B	2004-07-27	14	5	47														
WUR:CE-FIN04-5-953-C	2004-07-27	16	1	26														
WUR:CE-FIN04-5-954-A	2004-07-27	15	3	55														
WUR:CE-FIN04-5-954-B	2004-07-27	15	3	48														
WUR:CE-FIN04-5-954-C	2004-07-27	16	6	51														
WUR:CE-FIN04-5-955-A	2004-07-27	15	4	44														
WUR:CE-FIN04-5-955-B	2004-07-27	16	1	50														
WUR:CE-FIN04-5-955-C	2004-07-27	15	5	45														
WUR:CE-FIN04-5-956-A	2004-07-27	18	2	47														
WUR:CE-FIN04-5-956-B	2004-07-27	18	1	42														
WUR:CE-FIN04-5-956-C	2004-07-27	18	4	35														
WUR:CE-FIN04-5-957-A	2004-07-27	17	6	45														
WUR:CE-FIN04-5-957-B	2004-07-27	17	5	41														
WUR:CE-FIN04-5-957-C	2004-07-27	17	5	48														
WUR:CE-FIN04-5-958-A	2004-07-27	19	6	29														
WUR:CE-FIN04-5-958-B	2004-07-27	18	2	33														
WUR:CE-FIN04-5-958-C	2004-07-27	18	4	33														
WUR:CE-FIN04-5-959-A	2004-07-27	16	3	41														
WUR:CE-FIN04-5-959-B	2004-07-27	19	3	40														
WUR:CE-FIN04-5-959-C	2004-07-27	19	6	39														
WUR:CE-FIN04-5-960-A	2004-07-27	17	7	53														
WUR:CE-FIN04-5-960-B	2004-07-27	17	4	51														
WUR:CE-FIN04-5-960-C	2004-07-27	17	6	43														
WUR:CE-FIN04-5-961-A	2004-07-27	19	4	48														
WUR:CE-FIN04-5-961-B	2004-07-27	20	3	43														
WUR:CE-FIN04-5-961-C	2004-07-27	18	2	35														
WUR:CE-FIN04-5-962-A	2004-07-27	17	2	41														
WUR:CE-FIN04-5-962-B	2004-07-27	17	2	41														
WUR:CE-FIN04-5-962-C	2004-07-27	21	5	30														
WUR:CE-FIN04-5-963-A	2004-07-27	20	5	42														
WUR:CE-FIN04-5-963-B	2004-07-27	18	5	41														
WUR:CE-FIN04-5-963-C	2004-07-27	20	2	48														
WUR:CE-FIN04-5-964-A	2004-07-27	20	2	50														
WUR:CE-FIN04-5-964-B	2004-07-27	19	2	46														
WUR:CE-FIN04-5-964-C	2004-07-27	22	3	45														
WUR:CE-FIN04-5-965-A	2004-07-27	19	6	48														
WUR:CE-FIN04-5-965-B	2004-07-27	17	3	46														
WUR:CE-FIN04-5-965-C	2004-07-27	17	5	42														
WUR:CE-FIN04-5-966-A	2004-07-27	20	3	46														
WUR:CE-FIN04-5-966-B	2004-07-27	17	4	51														
WUR:CE-FIN04-5-966-C	2004-07-27	18	6	49														
WUR:CE-FIN04-5-967-A	2004-07-27	17	3	46														
WUR:CE-FIN04-5-967-B	2004-07-27	16	4	36														
WUR:CE-FIN04-5-967-C	2004-07-27	17	5	35														
WUR:CE-FIN04-5-968-A	2004-07-27	18	3	45														
WUR:CE-FIN04-5-968-B	2004-07-27	17	2	49														
WUR:CE-FIN04-5-968-C	2004-07-27	17	2	40														
WUR:CE-FIN04-5-969-A	2004-07-27	19	3	45														
WUR:CE-FIN04-5-969-B	2004-07-27	17	4	52														
WUR:CE-FIN04-5-969-C	2004-07-27	19	3	60														
WUR:CE-FIN04-5-970-A	2004-07-27	17	2	55														
WUR:CE-FIN04-5-970-B	2004-07-27	19	1	60														
WUR:CE-FIN04-5-970-C	2004-07-27	16	2	65														
WUR:CE-FIN04-5-971-A	2004-07-27	17	10	55														
WUR:CE-FIN04-5-971-B	2004-07-27	28	2	39														
WUR:CE-FIN04-5-971-C	2004-07-27	15	5	45														
WUR:CE-FIN04-5-972-A	2004-07-27	16	4	37														
WUR:CE-FIN04-5-972-B	2004-07-27	16	6	31														
WUR:CE-FIN04-5-972-C	2004-07-27	18	9	35														
WUR:CE-FIN04-5-973-A	2004-07-27	18	2	34														
WUR:CE-FIN04-5-973-B	2004-07-27	20	2	36														
WUR:CE-FIN04-5-973-C	2004-07-27	19	1	43														
WUR:CE-FIN04-5-974-A	2004-07-27	19	2	38														
WUR:CE-FIN04-5-974-B	2004-07-27	15	2	51														
WUR:CE-FIN04-5-974-C	2004-07-27	14	5	41														
WUR:CE-FIN04-5-975-A	2004-07-27	20	4	27														
WUR:CE-FIN04-5-975-B	2004-07-27	14	3	33														
WUR:CE-FIN04-5-975-C	2004-07-27	16	2	40														
WUR:CE-FIN04-5-976-A	2004-07-27	14	5	50														
WUR:CE-FIN04-5-976-B	2004-07-27	15	4	52														
WUR:CE-FIN04-5-976-C	2004-07-27	19	5	55														
WUR:CE-FIN04-5-977-A	2004-07-27	18	3	48														
WUR:CE-FIN04-5-977-B	2004-07-27	17	2	52														
WUR:CE-FIN04-5-977-C	2004-07-27	16	1	48														
WUR:CE-FIN04-5-978-A	2004-07-27	18	1	40														
WUR:CE-FIN04-5-978-B	2004-07-27	18	1															
WUR:CE-FIN04-5-978-C	2004-07-27			41														
WUR:CE-FIN04-5-979-A	2004-07-27	14	2	45														
WUR:CE-FIN04-5-979-B	2004-07-27	14	2	49														
WUR:CE-FIN04-5-979-C	2004-07-27	14	3	48														
WUR:CE-FIN04-5-980-A	2004-07-27	15	3	60														
WUR:CE-FIN04-5-980-B	2004-07-27	16	2	62														
WUR:CE-FIN04-5-980-C	2004-07-27	14	4	63														
WUR:CE-FIN04-5-981-A	2004-07-27	16	3	52														
WUR:CE-FIN04-5-981-B	2004-07-27	17	3	54														
WUR:CE-FIN04-5-981-C	2004-07-27	16	3	53														
WUR:CE-FIN04-5-982-A	2004-07-27	14	5	40														
WUR:CE-FIN04-5-982-B	2004-07-27	14	4	31														
WUR:CE-FIN04-5-982-C	2004-07-27	14	3	35														
WUR:CE-FIN04-5-983-A	2004-07-27	14	5	42														
WUR:CE-FIN04-5-983-B	2004-07-27																	
WUR:CE-FIN04-5-983-C	2004-07-27	14	3	43														
WUR:CE-FIN04-5-984-A	2004-07-27	14	7	47														
WUR:CE-FIN04-5-984-B	2004-07-27																	
WUR:CE-FIN04-5-984-C	2004-07-27	16	4	53														
WUR:CE-FIN04-5-985-A	2004-07-27	14	3	35														
WUR:CE-FIN04-5-985-B	2004-07-27	14	3	37														
WUR:CE-FIN04-5-985-C	2004-07-27	14	3	33														
WUR:CE-FIN04-5-986-A	2004-07-27	14	3	33														
WUR:CE-FIN04-5-986-B	2004-07-27	14	3	40														
WUR:CE-FIN04-5-986-C	2004-07-27	14	3	31														
WUR:CE-FIN04-5-987-A	2004-07-27	14	2	45														
WUR:CE-FIN04-5-987-B	2004-07-27	14	1	51														
WUR:CE-FIN04-5-987-C	2004-07-27	14	2	43														
WUR:CE-FIN04-5-988-A	2004-07-27	16	5	35														
WUR:CE-FIN04-5-988-B	2004-07-27	16	3	29														
WUR:CE-FIN04-5-988-C	2004-07-27	16	4	33														
WUR:CE-FIN04-5-989-A	2004-07-27	14	6	43														
WUR:CE-FIN04-5-989-B	2004-07-27	14	2	50														
WUR:CE-FIN04-5-989-C	2004-07-27	15	5	45														
WUR:CE-FIN04-5-990-A	2004-07-27	17	5	48														
WUR:CE-FIN04-5-990-B	2004-07-27	16	8	50														
WUR:CE-FIN04-5-990-C	2004-07-27	17	5	48														
WUR:CE-FIN04-5-991-A	2004-07-27	18	5	45														
WUR:CE-FIN04-5-991-B	2004-07-27	31	2	14														
WUR:CE-FIN04-5-991-C	2004-07-27	17	3	40														
WUR:CE-FIN04-5-992-A	2004-07-27	15	2	43														
WUR:CE-FIN04-5-992-B	2004-07-27	15	2	44														
WUR:CE-FIN04-5-992-C	2004-07-27	15	3	37														
WUR:CE-FIN04-5-993-A	2004-07-27	16	1	45														
WUR:CE-FIN04-5-993-B	2004-07-27	16	2	46														
WUR:CE-FIN04-5-993-C	2004-07-27	18	2	42														
WUR:CE-FIN04-5-994-A	2004-07-27	14	2	38														
WUR:CE-FIN04-5-994-B	2004-07-27	14	1	39														
WUR:CE-FIN04-5-994-C	2004-07-27	15	1	42														
WUR:CE-FIN04-5-995-A	2004-07-27	19	4	35														
WUR:CE-FIN04-5-995-B	2004-07-27	18	3	34														
WUR:CE-FIN04-5-995-C	2004-07-27	19	1	29														
WUR:CE-FIN04-5-996-A	2004-07-27	14	2	46														
WUR:CE-FIN04-5-996-B	2004-07-27	15	2	44														
WUR:CE-FIN04-5-996-C	2004-07-27	17	1	40														
WUR:CE-FIN04-5-997-A	2004-07-27	16	2	52														
WUR:CE-FIN04-5-997-B	2004-07-27	16	2	47														
WUR:CE-FIN04-5-997-C	2004-07-27	16	3	50														
WUR:CE-FIN04-5-998-A	2004-07-27	16	3	29														
WUR:CE-FIN04-5-998-B	2004-07-27	17	2	35														
WUR:CE-FIN04-5-998-C	2004-07-27	19	3	36														
WUR:CE-FIN04-5-999-A	2004-07-27	17	3	63														
WUR:CE-FIN04-5-999-B	2004-07-27	17	4	79														
WUR:CE-FIN04-5-999-C	2004-07-27	17	3	63														
WUR:CE-FIN04-5-1000-A	2004-07-27	14	2															
WUR:CE-FIN04-5-1000-B	2004-07-27			48														
WUR:CE-FIN04-5-1000-C	2004-07-27	16	1	44														
WUR:CE-FIN04-5-1001-A	2004-07-27	20	4	53														
WUR:CE-FIN04-5-1001-B	2004-07-27	15	9	60														
WUR:CE-FIN04-5-1001-C	2004-07-27	17	4	57														
WUR:CE-FIN04-5-1002-A	2004-07-27	18	8	42														
WUR:CE-FIN04-5-1002-B	2004-07-27	17	4	40														
WUR:CE-FIN04-5-1002-C	2004-07-27	17	4	41														
WUR:CE-FIN04-5-1003-A	2004-07-27	18	2	43														
WUR:CE-FIN04-5-1003-B	2004-07-27	18	2	40														
WUR:CE-FIN04-5-1003-C	2004-07-27	24	1	42														
WUR:CE-FIN04-5-1004-A	2004-07-27	19	3	38														
WUR:CE-FIN04-5-1004-B	2004-07-27	17	4	52														
WUR:CE-FIN04-5-1004-C	2004-07-27	16	1	37														
WUR:CE-FIN04-5-1005-A	2004-07-27	18	4	63														
WUR:CE-FIN04-5-1005-B	2004-07-27	18	6	68														
WUR:CE-FIN04-5-1005-C	2004-07-27	20	4	55														
WUR:CE-FIN04-5-1006-A	2004-07-27	19	4	48														
WUR:CE-FIN04-5-1006-B	2004-07-27	18	4	57														
WUR:CE-FIN04-5-1006-C	2004-07-27	19	7	50														
WUR:CE-FIN04-5-1007-A	2004-07-27	21	2	31														
WUR:CE-FIN04-5-1007-B	2004-07-27	21	2	33														
WUR:CE-FIN04-5-1007-C	2004-07-27		3	20														
WUR:CE-FIN04-5-1008-A	2004-07-27	19	2	40														
WUR:CE-FIN04-5-1008-B	2004-07-27	19	4	37														
WUR:CE-FIN04-5-1008-C	2004-07-27	17	4	35														
WUR:CE-FIN04-5-1009-A	2004-07-27	19	7	44														
WUR:CE-FIN04-5-1009-B	2004-07-27	19	4	58														
WUR:CE-FIN04-5-1009-C	2004-07-27	18	5	58														
WUR:CE-FIN04-5-1010-A	2004-07-27	18	3	56														
WUR:CE-FIN04-5-1010-B	2004-07-27	15	3	57														
WUR:CE-FIN04-5-1010-C	2004-07-27	17	3	47														
WUR:CE-FIN04-5-1011-A	2004-07-27																	
WUR:CE-FIN04-5-1011-B	2004-07-27	51	3	2														
WUR:CE-FIN04-5-1011-C	2004-07-27	48	3	11														
WUR:CE-FIN04-5-1012-A	2004-07-27	15	2	44														
WUR:CE-FIN04-5-1012-B	2004-07-27	15	1	47														
WUR:CE-FIN04-5-1012-C	2004-07-27	15	3	49														
WUR:CE-FIN04-5-1013-A	2004-07-27	20	5	48														
WUR:CE-FIN04-5-1013-B	2004-07-27	16	6	47														
WUR:CE-FIN04-5-1013-C	2004-07-27	15	1	52														
WUR:CE-FIN04-5-1014-A	2004-07-27	14	3	42														
WUR:CE-FIN04-5-1014-B	2004-07-27	14	5	48														
WUR:CE-FIN04-5-1014-C	2004-07-27	14	2	47														
WUR:CE-FIN04-5-1015-A	2004-07-27	17	4	45														
WUR:CE-FIN04-5-1015-B	2004-07-27	17	5	49														
WUR:CE-FIN04-5-1015-C	2004-07-27	15	1	40														
WUR:CE-FIN04-5-1016-A	2004-07-27	17	5	43														
WUR:CE-FIN04-5-1016-B	2004-07-27	17	4	51														
WUR:CE-FIN04-5-1016-C	2004-07-27	18	5	47														
WUR:CE-FIN04-5-1017-A	2004-07-27	20	1	18														
WUR:CE-FIN04-5-1017-B	2004-07-27	21	1	10														
WUR:CE-FIN04-5-1017-C	2004-07-27	22	3	12														
WUR:CE-FIN04-5-1018-A	2004-07-27	17	1	40														
WUR:CE-FIN04-5-1018-B	2004-07-27	27	6	43														
WUR:CE-FIN04-5-1018-C	2004-07-27	45	4	21														
WUR:CE-FIN04-5-1019-A	2004-07-27	17	14	40														
WUR:CE-FIN04-5-1019-B	2004-07-27	44	3	11														
WUR:CE-FIN04-5-1019-C	2004-07-27	19	3	51														
WUR:CE-FIN04-5-1020-A	2004-07-27	15	2	50														
WUR:CE-FIN04-5-1020-B	2004-07-27	16	4	52														
WUR:CE-FIN04-5-1020-C	2004-07-27	15	2	52														
WUR:CE-FIN04-5-1021-A	2004-07-27	17	3	46														
WUR:CE-FIN04-5-1021-B	2004-07-27	18	3	49														
WUR:CE-FIN04-5-1021-C	2004-07-27	15	3	53														
WUR:CE-FIN04-5-1022-A	2004-07-27	28	10	43														
WUR:CE-FIN04-5-1022-B	2004-07-27	14	3	49														
WUR:CE-FIN04-5-1022-C	2004-07-27	16	3	43														
WUR:CE-FIN04-5-1023-A	2004-07-27	15	2	68														
WUR:CE-FIN04-5-1023-B	2004-07-27	14	4	61														
WUR:CE-FIN04-5-1023-C	2004-07-27	15	2	62														
WUR:CE-FIN04-5-1024-A	2004-07-27	14	2	50														
WUR:CE-FIN04-5-1024-B	2004-07-27	14	2	62														
WUR:CE-FIN04-5-1024-C	2004-07-27	15	3	60														
WUR:CE-FIN04-5-1025-A	2004-07-27	17	1	38														
WUR:CE-FIN04-5-1025-B	2004-07-27	28	2	34														
WUR:CE-FIN04-5-1025-C	2004-07-27	17	1	46														
WUR:CE-FIN04-5-1026-A	2004-07-27	17	2	39														
WUR:CE-FIN04-5-1026-B	2004-07-27	16	3	40														
WUR:CE-FIN04-5-1026-C	2004-07-27	15	2	42														
WUR:CE-FIN04-5-1027-A	2004-07-27	52	1	2														
WUR:CE-FIN04-5-1027-B	2004-07-27	52	1	4.5														
WUR:CE-FIN04-5-1027-C	2004-07-27	18	5	49														
WUR:CE-FIN04-5-1028-A	2004-07-27	24	4	44														
WUR:CE-FIN04-5-1028-B	2004-07-27	19	5	50														
WUR:CE-FIN04-5-1028-C	2004-07-27	16	2	46														
WUR:CE-FIN04-5-1029-A	2004-07-27	45	2															
WUR:CE-FIN04-5-1029-B	2004-07-27	28	1	26														
WUR:CE-FIN04-5-1029-C	2004-07-27	16	1	4														
WUR:CE-FIN04-5-1030-A	2004-07-27	16	5	55														
WUR:CE-FIN04-5-1030-B	2004-07-27	14	3	56														
WUR:CE-FIN04-5-1030-C	2004-07-27	18	4	50														
WUR:CE-FIN04-5-1031-A	2004-07-27	15	4	53														
WUR:CE-FIN04-5-1031-B	2004-07-27	16	2	52														
WUR:CE-FIN04-5-1031-C	2004-07-27	17	3	52														
WUR:CE-FIN04-5-1032-A	2004-07-27	15	7	55														
WUR:CE-FIN04-5-1032-B	2004-07-27	14	3	57														
WUR:CE-FIN04-5-1032-C	2004-07-27	14	6	53														
WUR:CE-FIN04-5-1033-A	2004-07-27	16	2	61														
WUR:CE-FIN04-5-1033-B	2004-07-27	16	3	56														
WUR:CE-FIN04-5-1033-C	2004-07-27	21	4	42														
WUR:CE-FIN04-5-1034-A	2004-07-27	15	4	50														
WUR:CE-FIN04-5-1034-B	2004-07-27	15	2	49														
WUR:CE-FIN04-5-1034-C	2004-07-27	15	3	52														
WUR:CE-FIN04-5-1035-A	2004-07-27	24	2	42														
WUR:CE-FIN04-5-1035-B	2004-07-27	16	3	62														
WUR:CE-FIN04-5-1035-C	2004-07-27	14	1	58														
WUR:CE-FIN04-5-1036-A	2004-07-27	17	4	51														
WUR:CE-FIN04-5-1036-B	2004-07-27	16	3	61														
WUR:CE-FIN04-5-1036-C	2004-07-27	16	3	53														
WUR:CE-FIN04-5-1037-A	2004-07-27	18	4	54														
WUR:CE-FIN04-5-1037-B	2004-07-27	21	4	48														
WUR:CE-FIN04-5-1037-C	2004-07-27	16	3	57														
WUR:CE-FIN04-5-1038-A	2004-07-27	17	2	50														
WUR:CE-FIN04-5-1038-B	2004-07-27	17	1	47														
WUR:CE-FIN04-5-1038-C	2004-07-27	19	2	39														
WUR:CE-FIN04-5-1039-A	2004-07-27	20	3	38														
WUR:CE-FIN04-5-1039-B	2004-07-27	20	1	37														
WUR:CE-FIN04-5-1039-C	2004-07-27	22	3	33														
WUR:CE-FIN04-5-1040-A	2004-07-27	19	2	48														
WUR:CE-FIN04-5-1040-B	2004-07-27	18	4	45														
WUR:CE-FIN04-5-1040-C	2004-07-27	16	14	53														
WUR:CE-FIN04-5-1041-A	2004-07-27	17	5	49														
WUR:CE-FIN04-5-1041-B	2004-07-27	17	6	46														
WUR:CE-FIN04-5-1041-C	2004-07-27	17	5	49														
WUR:CE-FIN04-5-1042-A	2004-07-27	16	4	58														
WUR:CE-FIN04-5-1042-B	2004-07-27	17	2	55														
WUR:CE-FIN04-5-1042-C	2004-07-27	21	5	55														
WUR:CE-FIN04-5-1043-A	2004-07-27	23	2	39														
WUR:CE-FIN04-5-1043-B	2004-07-27	16	2	52														
WUR:CE-FIN04-5-1043-C	2004-07-27	16	2	44														
WUR:CE-FIN04-5-1044-A	2004-07-27	30	2	42														
WUR:CE-FIN04-5-1044-B	2004-07-27	21	1	44														
WUR:CE-FIN04-5-1044-C	2004-07-27	19	2	42														
WUR:CE-FIN04-5-1045-A	2004-07-27	17	3	46														
WUR:CE-FIN04-5-1045-B	2004-07-27	17	3	43														
WUR:CE-FIN04-5-1045-C	2004-07-27	17	3	43														
WUR:CE-FIN04-5-1046-A	2004-07-27	14	7	61														
WUR:CE-FIN04-5-1046-B	2004-07-27	14	4	74														
WUR:CE-FIN04-5-1046-C	2004-07-27	16	6	51														
WUR:CE-FIN04-5-1047-A	2004-07-27	20	6	48														
WUR:CE-FIN04-5-1047-B	2004-07-27	20	5	39														
WUR:CE-FIN04-5-1047-C	2004-07-27	20	3	31														
WUR:CE-FIN04-5-1048-A	2004-07-27	16	2	44														
WUR:CE-FIN04-5-1048-B	2004-07-27	17	2	49														
WUR:CE-FIN04-5-1048-C	2004-07-27	17	3	45														
WUR:CE-FIN04-5-1049-A	2004-07-27	20	7	43														
WUR:CE-FIN04-5-1049-B	2004-07-27	17	3	46														
WUR:CE-FIN04-5-1049-C	2004-07-27	17	4	47														
WUR:CE-FIN04-5-1050-A	2004-07-27	17	3	43														
WUR:CE-FIN04-5-1050-B	2004-07-27	19	3	38														
WUR:CE-FIN04-5-1050-C	2004-07-27	19	4	37														
WUR:CE-FIN04-5-1051-A	2004-07-27	19	3	53														
WUR:CE-FIN04-5-1051-B	2004-07-27	17	2	46														
WUR:CE-FIN04-5-1051-C	2004-07-27	20	3	38														
WUR:CE-FIN04-5-1052-A	2004-07-27	18	5	29														
WUR:CE-FIN04-5-1052-B	2004-07-27	21	4	39														
WUR:CE-FIN04-5-1052-C	2004-07-27	20	6	44														
WUR:CE-FIN04-5-1053-A	2004-07-27	21	3	50														
WUR:CE-FIN04-5-1053-B	2004-07-27	21	3	42														
WUR:CE-FIN04-5-1053-C	2004-07-27	39	1	35														
WUR:CE-FIN04-5-1054-A	2004-07-27	17	4	49														
WUR:CE-FIN04-5-1054-B	2004-07-27	18	3	46														
WUR:CE-FIN04-5-1054-C	2004-07-27	18	5	46														
WUR:CE-FIN04-5-1055-A	2004-07-27	17	4	42														
WUR:CE-FIN04-5-1055-B	2004-07-27	17	3	44														
WUR:CE-FIN04-5-1055-C	2004-07-27	31	1	16														
WUR:CE-FIN04-5-1056-A	2004-07-27	18	3	46														
WUR:CE-FIN04-5-1056-B	2004-07-27	18	4	47														
WUR:CE-FIN04-5-1056-C	2004-07-27	18	4	48														
WUR:CE-FIN04-5-1057-A	2004-07-27	38	5	28														
WUR:CE-FIN04-5-1057-B	2004-07-27	40	1	14														
WUR:CE-FIN04-5-1057-C	2004-07-27	29	1	24														
WUR:CE-FIN04-5-1058-A	2004-07-27	17	5	48														
WUR:CE-FIN04-5-1058-B	2004-07-27	19	2	48														
WUR:CE-FIN04-5-1058-C	2004-07-27	22	3	39														
WUR:CE-FIN04-5-1059-A	2004-07-27	19	3	46														
WUR:CE-FIN04-5-1059-B	2004-07-27	17	3	56														
WUR:CE-FIN04-5-1059-C	2004-07-27	19	5	53														
WUR:CE-FIN04-5-1060-A	2004-07-27	18	4	38														
WUR:CE-FIN04-5-1060-B	2004-07-27	15	5	44														
WUR:CE-FIN04-5-1060-C	2004-07-27	19	4	41														
WUR:CE-FIN04-5-1061-A	2004-07-27	22	3	36														
WUR:CE-FIN04-5-1061-B	2004-07-27	22	7	23														
WUR:CE-FIN04-5-1061-C	2004-07-27	20	2	29														
WUR:CE-FIN04-5-1062-A	2004-07-27	20	4	48														
WUR:CE-FIN04-5-1062-B	2004-07-27	28	3	30														
WUR:CE-FIN04-5-1062-C	2004-07-27	20	1	38														
WUR:CE-FIN04-5-1063-A	2004-07-27	21	4	46														
WUR:CE-FIN04-5-1063-B	2004-07-27	20	7	49														
WUR:CE-FIN04-5-1063-C	2004-07-27	21	6	40														
WUR:CE-FIN04-5-1064-A	2004-07-27	19	3	48														
WUR:CE-FIN04-5-1064-B	2004-07-27	18	2	45														
WUR:CE-FIN04-5-1064-C	2004-07-27	18	3	49														
WUR:CE-FIN04-5-1065-A	2004-07-27	19	4	38														
WUR:CE-FIN04-5-1065-B	2004-07-27	21	3	45														
WUR:CE-FIN04-5-1065-C	2004-07-27	17	2	51														
WUR:CE-FIN04-5-1066-A	2004-07-27	19	2	41														
WUR:CE-FIN04-5-1066-B	2004-07-27	18	7	36														
WUR:CE-FIN04-5-1066-C	2004-07-27	17	3	40														
WUR:CE-FIN04-5-1067-A	2004-07-27	21	7	53														
WUR:CE-FIN04-5-1067-B	2004-07-27	20	4	39														
WUR:CE-FIN04-5-1067-C	2004-07-27	17	5	42														
WUR:CE-FIN04-5-1068-A	2004-07-27	19	5	48														
WUR:CE-FIN04-5-1068-B	2004-07-27	18	5	39														
WUR:CE-FIN04-5-1068-C	2004-07-27	18	3	43														
WUR:CE-FIN04-5-1069-A	2004-07-27	15	2	36														
WUR:CE-FIN04-5-1069-B	2004-07-27	15	2	51														
WUR:CE-FIN04-5-1069-C	2004-07-27	15	2	49														
WUR:CE-FIN04-5-1070-A	2004-07-27	19	4	43														
WUR:CE-FIN04-5-1070-B	2004-07-27	18	3	46														
WUR:CE-FIN04-5-1070-C	2004-07-27	19	3	47														
WUR:CE-FIN04-5-1071-A	2004-07-27	15	3	46														
WUR:CE-FIN04-5-1071-B	2004-07-27	15	1	49														
WUR:CE-FIN04-5-1071-C	2004-07-27	15	4	48														
WUR:CE-FIN04-5-1072-A	2004-07-27	15	1	38														
WUR:CE-FIN04-5-1072-B	2004-07-27	18	2	41														
WUR:CE-FIN04-5-1072-C	2004-07-27	15	2	44														
WUR:CE-FIN04-5-1073-A	2004-07-27	15	2	40														
WUR:CE-FIN04-5-1073-B	2004-07-27	15	2	54														
WUR:CE-FIN04-5-1073-C	2004-07-27	18	3	49														
WUR:CE-FIN04-5-1074-A	2004-07-27	15	5	60														
WUR:CE-FIN04-5-1074-B	2004-07-27	17	5	53														
