Observation unit ID	Date	DoE	NumMainStems	PlantHeight	TubSizeN_12-20	TubSizeN_21-30	TubSizeN_31-40	TubSizeN_41-50	TubSizeN_51-60	TubSizeN_61-70	TubSizeW_12-20	TubSizeW_21-30	TubSizeW_31-40	TubSizeW_41-50	TubSizeW_51-60	TubSizeW_61-70	TubN_total_per_plant	TubW_total_per_plant
WUR:CE-FIN04-2-321-A	2004-07-07	14	5	19														
WUR:CE-FIN04-2-321-B	2004-07-07	14	1	17.5														
WUR:CE-FIN04-2-321-C	2004-07-07	14	4	22.5														
WUR:CE-FIN04-2-322-A	2004-07-07	18	6	15.5														
WUR:CE-FIN04-2-322-B	2004-07-07	18	6	12.5														
WUR:CE-FIN04-2-322-C	2004-07-07	15	3	19														
WUR:CE-FIN04-2-323-A	2004-07-07	14	5	21														
WUR:CE-FIN04-2-323-B	2004-07-07	14	8	23														
WUR:CE-FIN04-2-323-C	2004-07-07	16	7	21														
WUR:CE-FIN04-2-324-A	2004-07-07	17	2	12.5														
WUR:CE-FIN04-2-324-B	2004-07-07	20	3	10														
WUR:CE-FIN04-2-324-C	2004-07-07	23	1	10														
WUR:CE-FIN04-2-325-A	2004-07-07	14	4	29														
WUR:CE-FIN04-2-325-B	2004-07-07	20	1	23														
WUR:CE-FIN04-2-325-C	2004-07-07	15	2	23														
WUR:CE-FIN04-2-326-A	2004-07-07	16	3	19														
WUR:CE-FIN04-2-326-B	2004-07-07	16	5	20.5														
WUR:CE-FIN04-2-326-C	2004-07-07	16	2	10.5														
WUR:CE-FIN04-2-327-A	2004-07-07	14	4	33														
WUR:CE-FIN04-2-327-B	2004-07-07	14	2	29														
WUR:CE-FIN04-2-327-C	2004-07-07	14	5	32														
WUR:CE-FIN04-2-328-A	2004-07-07	15	2	15.5														
WUR:CE-FIN04-2-328-B	2004-07-07	16	2	12.5														
WUR:CE-FIN04-2-328-C	2004-07-07	15	2	20.5														
WUR:CE-FIN04-2-329-A	2004-07-07																	
WUR:CE-FIN04-2-329-B	2004-07-07	17	3	14														
WUR:CE-FIN04-2-329-C	2004-07-07																	
WUR:CE-FIN04-2-330-A	2004-07-07	23	2	9.5														
WUR:CE-FIN04-2-330-B	2004-07-07	20	4	16														
WUR:CE-FIN04-2-330-C	2004-07-07	20	3	16														
WUR:CE-FIN04-2-331-A	2004-07-07	17	3	22														
WUR:CE-FIN04-2-331-B	2004-07-07	19	2	21.5														
WUR:CE-FIN04-2-331-C	2004-07-07	14	5	24														
WUR:CE-FIN04-2-332-A	2004-07-07	15	3	19														
WUR:CE-FIN04-2-332-B	2004-07-07	15	6	25														
WUR:CE-FIN04-2-332-C	2004-07-07	15	2	22														
WUR:CE-FIN04-2-333-A	2004-07-07	15	3	25														
WUR:CE-FIN04-2-333-B	2004-07-07	15	1	21.5														
WUR:CE-FIN04-2-333-C	2004-07-07	16	2	25														
WUR:CE-FIN04-2-334-A	2004-07-07	14	4	19														
WUR:CE-FIN04-2-334-B	2004-07-07	14	2	21														
WUR:CE-FIN04-2-334-C	2004-07-07	14	2	18														
WUR:CE-FIN04-2-335-A	2004-07-07	18	3	13														
WUR:CE-FIN04-2-335-B	2004-07-07	19	2	18														
WUR:CE-FIN04-2-335-C	2004-07-07	18	1	7														
WUR:CE-FIN04-2-336-A	2004-07-07	19	2	11.5														
WUR:CE-FIN04-2-336-B	2004-07-07	18	3	12.5														
WUR:CE-FIN04-2-336-C	2004-07-07	19	2	12														
WUR:CE-FIN04-2-337-A	2004-07-07	23	2	3														
WUR:CE-FIN04-2-337-B	2004-07-07	17	1	12														
WUR:CE-FIN04-2-337-C	2004-07-07	32	4	4														
WUR:CE-FIN04-2-338-A	2004-07-07	20	2	12														
WUR:CE-FIN04-2-338-B	2004-07-07	16	3	17.5														
WUR:CE-FIN04-2-338-C	2004-07-07	16	5	17														
WUR:CE-FIN04-2-339-A	2004-07-07	16	2	23														
WUR:CE-FIN04-2-339-B	2004-07-07	16	3	25														
WUR:CE-FIN04-2-339-C	2004-07-07	16	1	18														
WUR:CE-FIN04-2-340-A	2004-07-07	17	4	26														
WUR:CE-FIN04-2-340-B	2004-07-07	17	6	25														
WUR:CE-FIN04-2-340-C	2004-07-07	16	2	24														
WUR:CE-FIN04-2-341-A	2004-07-07	17	4	13.5														
WUR:CE-FIN04-2-341-B	2004-07-07	18	1	16														
WUR:CE-FIN04-2-341-C	2004-07-07	18	3	11														
WUR:CE-FIN04-2-342-A	2004-07-07	17	1	17.5														
WUR:CE-FIN04-2-342-B	2004-07-07	15	2	23														
WUR:CE-FIN04-2-342-C	2004-07-07	17	4	22														
WUR:CE-FIN04-2-343-A	2004-07-07	18	4	17														
WUR:CE-FIN04-2-343-B	2004-07-07	18	4	17														
WUR:CE-FIN04-2-343-C	2004-07-07	18	5	14														
WUR:CE-FIN04-2-344-A	2004-07-07	20	2	13														
WUR:CE-FIN04-2-344-B	2004-07-07	20	2	15														
WUR:CE-FIN04-2-344-C	2004-07-07	18	3	19														
WUR:CE-FIN04-2-345-A	2004-07-07	17	2	17.5														
WUR:CE-FIN04-2-345-B	2004-07-07	17	3	17.5														
WUR:CE-FIN04-2-345-C	2004-07-07	20	3	12														
WUR:CE-FIN04-2-346-A	2004-07-07	17	3	19														
WUR:CE-FIN04-2-346-B	2004-07-07	21	2	15														
WUR:CE-FIN04-2-346-C	2004-07-07	15	2	16														
WUR:CE-FIN04-2-347-A	2004-07-07	18	4	18														
WUR:CE-FIN04-2-347-B	2004-07-07	20	4	17														
WUR:CE-FIN04-2-347-C	2004-07-07	19	3	17														
WUR:CE-FIN04-2-348-A	2004-07-07	17	2	24														
WUR:CE-FIN04-2-348-B	2004-07-07																	
WUR:CE-FIN04-2-348-C	2004-07-07	21	2	17.5														
WUR:CE-FIN04-2-349-A	2004-07-07	14	1	21														
WUR:CE-FIN04-2-349-B	2004-07-07	14	3	22														
WUR:CE-FIN04-2-349-C	2004-07-07																	
WUR:CE-FIN04-2-350-A	2004-07-07	19	1	16														
WUR:CE-FIN04-2-350-B	2004-07-07	17	2	20.5														
WUR:CE-FIN04-2-350-C	2004-07-07	20	5	17														
WUR:CE-FIN04-2-351-A	2004-07-07	14	5	25														
WUR:CE-FIN04-2-351-B	2004-07-07	14	5	21														
WUR:CE-FIN04-2-351-C	2004-07-07	14	7	24														
WUR:CE-FIN04-2-352-A	2004-07-07	16	2	15														
WUR:CE-FIN04-2-352-B	2004-07-07	18	1	16														
WUR:CE-FIN04-2-352-C	2004-07-07	16	4	14														
WUR:CE-FIN04-2-353-A	2004-07-07	14	2	19														
WUR:CE-FIN04-2-353-B	2004-07-07	14	3	19														
WUR:CE-FIN04-2-353-C	2004-07-07	17	4	15														
WUR:CE-FIN04-2-354-A	2004-07-07	17	6	21														
WUR:CE-FIN04-2-354-B	2004-07-07	16	7	21														
WUR:CE-FIN04-2-354-C	2004-07-07	17	5	14.5														
WUR:CE-FIN04-2-355-A	2004-07-07	14	3	19.5														
WUR:CE-FIN04-2-355-B	2004-07-07	14	1	20														
WUR:CE-FIN04-2-355-C	2004-07-07	14	4	22														
WUR:CE-FIN04-2-356-A	2004-07-07	23	2	7.5														
WUR:CE-FIN04-2-356-B	2004-07-07	21	1	11.5														
WUR:CE-FIN04-2-356-C	2004-07-07	19	1	15.5														
WUR:CE-FIN04-2-357-A	2004-07-07	19	3	19.5														
WUR:CE-FIN04-2-357-B	2004-07-07	20	2	16														
WUR:CE-FIN04-2-357-C	2004-07-07	19	2	16														
WUR:CE-FIN04-2-358-A	2004-07-07	16	1	13.5														
WUR:CE-FIN04-2-358-B	2004-07-07	33	1	2														
WUR:CE-FIN04-2-358-C	2004-07-07	20	2	12.5														
WUR:CE-FIN04-2-359-A	2004-07-07	27	3	11														
WUR:CE-FIN04-2-359-B	2004-07-07	17	2	19.5														
WUR:CE-FIN04-2-359-C	2004-07-07	17	3	18.5														
WUR:CE-FIN04-2-360-A	2004-07-07	16	5	26														
WUR:CE-FIN04-2-360-B	2004-07-07	18	6	24.5														
WUR:CE-FIN04-2-360-C	2004-07-07	18	4	29.5														
WUR:CE-FIN04-2-361-A	2004-07-07	16	2	22														
WUR:CE-FIN04-2-361-B	2004-07-07	17	3	15														
WUR:CE-FIN04-2-361-C	2004-07-07	16	2	23.5														
WUR:CE-FIN04-2-362-A	2004-07-07	20	1	12														
WUR:CE-FIN04-2-362-B	2004-07-07	20	3	18														
WUR:CE-FIN04-2-362-C	2004-07-07	20	4	18.5														
WUR:CE-FIN04-2-363-A	2004-07-07	15	2	13														
WUR:CE-FIN04-2-363-B	2004-07-07	15	3	20														
WUR:CE-FIN04-2-363-C	2004-07-07	19	4	15														
WUR:CE-FIN04-2-364-A	2004-07-07	19	2	16														
WUR:CE-FIN04-2-364-B	2004-07-07	18	3	14														
WUR:CE-FIN04-2-364-C	2004-07-07	20	3	13.5														
WUR:CE-FIN04-2-365-A	2004-07-07	16	7	23														
WUR:CE-FIN04-2-365-B	2004-07-07	16	5	17														
WUR:CE-FIN04-2-365-C	2004-07-07	20	2	16														
WUR:CE-FIN04-2-366-A	2004-07-07	18	3	14														
WUR:CE-FIN04-2-366-B	2004-07-07	16	1	19														
WUR:CE-FIN04-2-366-C	2004-07-07	16	4	20														
WUR:CE-FIN04-2-367-A	2004-07-07	22	1	10														
WUR:CE-FIN04-2-367-B	2004-07-07	14	2	22.5														
WUR:CE-FIN04-2-367-C	2004-07-07	14	4	18														
WUR:CE-FIN04-2-368-A	2004-07-07	16	5	17														
WUR:CE-FIN04-2-368-B	2004-07-07	19	3	10.5														
WUR:CE-FIN04-2-368-C	2004-07-07	18	3	13.5														
WUR:CE-FIN04-2-369-A	2004-07-07	18	4	16														
WUR:CE-FIN04-2-369-B	2004-07-07	15	2	10.5														
WUR:CE-FIN04-2-369-C	2004-07-07	17	3	16														
WUR:CE-FIN04-2-370-A	2004-07-07	17	2	5														
WUR:CE-FIN04-2-370-B	2004-07-07	17	2	14														
WUR:CE-FIN04-2-370-C	2004-07-07	18	2	14														
WUR:CE-FIN04-2-371-A	2004-07-07	18	4	17														
WUR:CE-FIN04-2-371-B	2004-07-07	17	1	17.5														
WUR:CE-FIN04-2-371-C	2004-07-07	17	3	18														
WUR:CE-FIN04-2-372-A	2004-07-07	21	3	15														
WUR:CE-FIN04-2-372-B	2004-07-07	17	2	23														
WUR:CE-FIN04-2-372-C	2004-07-07	24	1	10														
WUR:CE-FIN04-2-373-A	2004-07-07	18	2	16														
WUR:CE-FIN04-2-373-B	2004-07-07	18	2	15														
WUR:CE-FIN04-2-373-C	2004-07-07	18	5	19.5														
WUR:CE-FIN04-2-374-A	2004-07-07	18	1	13														
WUR:CE-FIN04-2-374-B	2004-07-07	18	1	10														
WUR:CE-FIN04-2-374-C	2004-07-07	20	1	9														
WUR:CE-FIN04-2-375-A	2004-07-07	15	4	17														
WUR:CE-FIN04-2-375-B	2004-07-07	15	4	20														
WUR:CE-FIN04-2-375-C	2004-07-07	15	2	18.5														
WUR:CE-FIN04-2-376-A	2004-07-07	17	3	18														
WUR:CE-FIN04-2-376-B	2004-07-07	14	3	19														
WUR:CE-FIN04-2-376-C	2004-07-07	18	3	15.5														
WUR:CE-FIN04-2-377-A	2004-07-07	18	3	17														
WUR:CE-FIN04-2-377-B	2004-07-07	22	3	16.5														
WUR:CE-FIN04-2-377-C	2004-07-07	19	3	18														
WUR:CE-FIN04-2-378-A	2004-07-07	19	1	15														
WUR:CE-FIN04-2-378-B	2004-07-07	22	1	5														
WUR:CE-FIN04-2-378-C	2004-07-07	18	2	15														
WUR:CE-FIN04-2-379-A	2004-07-07	17	4	18														
WUR:CE-FIN04-2-379-B	2004-07-07	17	3	23.5														
WUR:CE-FIN04-2-379-C	2004-07-07	16	4	17														
WUR:CE-FIN04-2-380-A	2004-07-07	14	2	19														
WUR:CE-FIN04-2-380-B	2004-07-07	19	3	13														
WUR:CE-FIN04-2-380-C	2004-07-07	14	3	19.5														
WUR:CE-FIN04-2-381-A	2004-07-07	14	3	17.5														
WUR:CE-FIN04-2-381-B	2004-07-07	14	4	24														
WUR:CE-FIN04-2-381-C	2004-07-07	15	4	18														
WUR:CE-FIN04-2-382-A	2004-07-07	17	2	17														
WUR:CE-FIN04-2-382-B	2004-07-07	18	4	14														
WUR:CE-FIN04-2-382-C	2004-07-07	29	2	4														
WUR:CE-FIN04-2-383-A	2004-07-07	16	1	18.5														
WUR:CE-FIN04-2-383-B	2004-07-07	19	3	17														
WUR:CE-FIN04-2-383-C	2004-07-07	16	2	15														
WUR:CE-FIN04-2-384-A	2004-07-07	20	6	25														
WUR:CE-FIN04-2-384-B	2004-07-07	17	9	23														
WUR:CE-FIN04-2-384-C	2004-07-07	19	3	21.5														
WUR:CE-FIN04-2-385-A	2004-07-07	18	6	17														
WUR:CE-FIN04-2-385-B	2004-07-07	17	5	18														
WUR:CE-FIN04-2-385-C	2004-07-07	17	7	24.5														
WUR:CE-FIN04-2-386-A	2004-07-07	19	3	15														
WUR:CE-FIN04-2-386-B	2004-07-07	21	3	10														
WUR:CE-FIN04-2-386-C	2004-07-07	17	5	10														
WUR:CE-FIN04-2-387-A	2004-07-07	24	1	7.5														
WUR:CE-FIN04-2-387-B	2004-07-07	22	2	6.5														
WUR:CE-FIN04-2-387-C	2004-07-07	28	3	9														
WUR:CE-FIN04-2-388-A	2004-07-07	17	2	13														
WUR:CE-FIN04-2-388-B	2004-07-07	18	1	14.5														
WUR:CE-FIN04-2-388-C	2004-07-07	19	4	16														
WUR:CE-FIN04-2-389-A	2004-07-07	16	4	16.5														
WUR:CE-FIN04-2-389-B	2004-07-07	23	4	12														
WUR:CE-FIN04-2-389-C	2004-07-07	22	2	11.5														
WUR:CE-FIN04-2-390-A	2004-07-07	14	4	24														
WUR:CE-FIN04-2-390-B	2004-07-07	15	3	26														
WUR:CE-FIN04-2-390-C	2004-07-07	14	7	22														
WUR:CE-FIN04-2-391-A	2004-07-07	15	1	10.5														
WUR:CE-FIN04-2-391-B	2004-07-07	14	1	23														
WUR:CE-FIN04-2-391-C	2004-07-07	14	2	21.5														
WUR:CE-FIN04-2-392-A	2004-07-07	16	4	24														
WUR:CE-FIN04-2-392-B	2004-07-07	14	6	29.5														
WUR:CE-FIN04-2-392-C	2004-07-07	14	4	21														
WUR:CE-FIN04-2-393-A	2004-07-07	21	3	9.5														
WUR:CE-FIN04-2-393-B	2004-07-07	18	5	15.5														
WUR:CE-FIN04-2-393-C	2004-07-07	21	6	12														
WUR:CE-FIN04-2-394-A	2004-07-07																	
WUR:CE-FIN04-2-394-B	2004-07-07	14	6	17.5														
WUR:CE-FIN04-2-394-C	2004-07-07	18	2	15.5														
WUR:CE-FIN04-2-395-A	2004-07-07	15	3	20														
WUR:CE-FIN04-2-395-B	2004-07-07	15	4	16														
WUR:CE-FIN04-2-395-C	2004-07-07	17	6	18														
WUR:CE-FIN04-2-396-A	2004-07-07	16	5	20.5														
WUR:CE-FIN04-2-396-B	2004-07-07	17	4	22.5														
WUR:CE-FIN04-2-396-C	2004-07-07	15	5	22														
WUR:CE-FIN04-2-397-A	2004-07-07	17	4	12.5														
WUR:CE-FIN04-2-397-B	2004-07-07	21	4	11.5														
WUR:CE-FIN04-2-397-C	2004-07-07	24	7	11														
WUR:CE-FIN04-2-398-A	2004-07-07	20	5	14														
WUR:CE-FIN04-2-398-B	2004-07-07	20	6	19														
WUR:CE-FIN04-2-398-C	2004-07-07	19	6	18														
WUR:CE-FIN04-2-399-A	2004-07-07	22	3	7.5														
WUR:CE-FIN04-2-399-B	2004-07-07	17	5	21														
WUR:CE-FIN04-2-399-C	2004-07-07	20	5	19														
WUR:CE-FIN04-2-400-A	2004-07-07	19	5	23.5														
WUR:CE-FIN04-2-400-B	2004-07-07	15	6	29.5														
WUR:CE-FIN04-2-400-C	2004-07-07	15	2	19.5														
WUR:CE-FIN04-2-401-A	2004-07-07	22	4	16.5														
WUR:CE-FIN04-2-401-B	2004-07-07	22	2	10														
WUR:CE-FIN04-2-401-C	2004-07-07	19	4	18														
WUR:CE-FIN04-2-402-A	2004-07-07	17	1	18														
WUR:CE-FIN04-2-402-B	2004-07-07	17	2	16.5														
WUR:CE-FIN04-2-402-C	2004-07-07	18	2	16														
WUR:CE-FIN04-2-403-A	2004-07-07	20	2	12.5														
WUR:CE-FIN04-2-403-B	2004-07-07	21	3	7.5														
WUR:CE-FIN04-2-403-C	2004-07-07	20	6	11														
WUR:CE-FIN04-2-404-A	2004-07-07	18	3	19														
WUR:CE-FIN04-2-404-B	2004-07-07	19	5	22														
WUR:CE-FIN04-2-404-C	2004-07-07	21	3	16.5														
WUR:CE-FIN04-2-405-A	2004-07-07	19	2	14.5														
WUR:CE-FIN04-2-405-B	2004-07-07	19	2	18														
WUR:CE-FIN04-2-405-C	2004-07-07	18	5	24														
WUR:CE-FIN04-2-406-A	2004-07-07	17	3	14														
WUR:CE-FIN04-2-406-B	2004-07-07	17	3	16.5														
WUR:CE-FIN04-2-406-C	2004-07-07	15	5	17.5														
WUR:CE-FIN04-2-407-A	2004-07-07	18	2	18														
WUR:CE-FIN04-2-407-B	2004-07-07	21	3	12														
WUR:CE-FIN04-2-407-C	2004-07-07	19	5	17														
WUR:CE-FIN04-2-408-A	2004-07-07	21	3	17														
WUR:CE-FIN04-2-408-B	2004-07-07	21	5	15														
WUR:CE-FIN04-2-408-C	2004-07-07	21	4	15														
WUR:CE-FIN04-2-409-A	2004-07-07	19	5	16														
WUR:CE-FIN04-2-409-B	2004-07-07	19	3	16														
WUR:CE-FIN04-2-409-C	2004-07-07	17	3	17														
WUR:CE-FIN04-2-410-A	2004-07-07	15	2	19.5														
WUR:CE-FIN04-2-410-B	2004-07-07	15	1	18.5														
WUR:CE-FIN04-2-410-C	2004-07-07	14	1	16														
WUR:CE-FIN04-2-411-A	2004-07-07	17	6	24														
WUR:CE-FIN04-2-411-B	2004-07-07	17	3	18.5														
WUR:CE-FIN04-2-411-C	2004-07-07	17	8	20														
WUR:CE-FIN04-2-423-A	2004-07-07	15	4	29														
WUR:CE-FIN04-2-423-B	2004-07-07	19	4	29														
WUR:CE-FIN04-2-423-C	2004-07-07	15	3	34														
WUR:CE-FIN04-2-424-A	2004-07-07	16	3	31														
WUR:CE-FIN04-2-424-B	2004-07-07	15	6	33														
WUR:CE-FIN04-2-424-C	2004-07-07	15	5	28														
WUR:CE-FIN04-2-425-A	2004-07-07	15	2	29														
WUR:CE-FIN04-2-425-B	2004-07-07	21	3	24														
WUR:CE-FIN04-2-425-C	2004-07-07	17	6	32														
WUR:CE-FIN04-2-426-A	2004-07-07	29	8	15														
WUR:CE-FIN04-2-426-B	2004-07-07	21	13	26														
WUR:CE-FIN04-2-426-C	2004-07-07	22	10	24														
WUR:CE-FIN04-2-427-A	2004-07-07	15	7	27														
WUR:CE-FIN04-2-427-B	2004-07-07	15	3	26														
WUR:CE-FIN04-2-427-C	2004-07-07	17	3	25														
WUR:CE-FIN04-2-428-A	2004-07-07	16	2	20														
WUR:CE-FIN04-2-428-B	2004-07-07	17	4	23														
WUR:CE-FIN04-2-428-C	2004-07-07	16	5	24														
WUR:CE-FIN04-2-429-A	2004-07-07	14	4	30														
WUR:CE-FIN04-2-429-B	2004-07-07	14	4	26														
WUR:CE-FIN04-2-429-C	2004-07-07	15	3	23														
WUR:CE-FIN04-2-430-A	2004-07-07	16	4	27.5														
WUR:CE-FIN04-2-430-B	2004-07-07	14	6	33														
WUR:CE-FIN04-2-430-C	2004-07-07	16	3	29														
WUR:CE-FIN04-2-431-A	2004-07-07	16	12	29														
WUR:CE-FIN04-2-431-B	2004-07-07	14	9	31														
WUR:CE-FIN04-2-431-C	2004-07-07	14	19	28.5														
WUR:CE-FIN04-2-432-A	2004-07-07	18	8	21.5														
WUR:CE-FIN04-2-432-B	2004-07-07	16	7	21.5														
WUR:CE-FIN04-2-432-C	2004-07-07	18	5	19.5														
WUR:CE-FIN04-2-433-A	2004-07-07	14	13	34														
WUR:CE-FIN04-2-433-B	2004-07-07	14	7	34.5														
WUR:CE-FIN04-2-433-C	2004-07-07	22	11	26														
WUR:CE-FIN04-2-434-A	2004-07-07	16	10	26														
WUR:CE-FIN04-2-434-B	2004-07-07	18	9	25.5														
WUR:CE-FIN04-2-434-C	2004-07-07	18	6	28														
WUR:CE-FIN04-2-435-A	2004-07-07	15	4	38														
WUR:CE-FIN04-2-435-B	2004-07-07	15	4	37.5														
WUR:CE-FIN04-2-435-C	2004-07-07	15	5	39														
WUR:CE-FIN04-2-436-A	2004-07-07	16	2	26														
WUR:CE-FIN04-2-436-B	2004-07-07	15	8	31														
WUR:CE-FIN04-2-436-C	2004-07-07	18	2	25														
WUR:CE-FIN04-2-437-A	2004-07-07	14	12	30.5														
WUR:CE-FIN04-2-437-B	2004-07-07	16	11	28.5														
WUR:CE-FIN04-2-437-C	2004-07-07	15	3	26														
WUR:CE-FIN04-2-438-A	2004-07-07	14	3	38														
WUR:CE-FIN04-2-438-B	2004-07-07	16	6	32														
WUR:CE-FIN04-2-438-C	2004-07-07	17	5	30														
WUR:CE-FIN04-2-439-A	2004-07-07	17	8	25														
WUR:CE-FIN04-2-439-B	2004-07-07	23	6	18														
WUR:CE-FIN04-2-439-C	2004-07-07	15	5	19.5														
WUR:CE-FIN04-2-440-A	2004-07-07	21	3	20														
WUR:CE-FIN04-2-440-B	2004-07-07	21	2	21														
WUR:CE-FIN04-2-440-C	2004-07-07	20	3	19														
WUR:CE-FIN04-2-441-A	2004-07-07	20	3	21														
WUR:CE-FIN04-2-441-B	2004-07-07	20	5	21.5														
WUR:CE-FIN04-2-441-C	2004-07-07	22	3	21.5														
WUR:CE-FIN04-2-442-A	2004-07-07	21	11	21														
WUR:CE-FIN04-2-442-B	2004-07-07	18	13	22														
WUR:CE-FIN04-2-442-C	2004-07-07	18	5	24.5														
WUR:CE-FIN04-3-445-A	2004-07-13	20	2	16														
WUR:CE-FIN04-3-445-B	2004-07-13	18	6	16.5														
WUR:CE-FIN04-3-445-C	2004-07-13	18	5	17														
WUR:CE-FIN04-3-446-A	2004-07-13	15	4	20														
WUR:CE-FIN04-3-446-B	2004-07-13	16	3	20														
WUR:CE-FIN04-3-446-C	2004-07-13	15	3	19														
WUR:CE-FIN04-3-447-A	2004-07-13	17	2	23														
WUR:CE-FIN04-3-447-B	2004-07-13	15	3	23														
WUR:CE-FIN04-3-447-C	2004-07-13	17	1	25														
WUR:CE-FIN04-3-448-A	2004-07-13	14	3	28														
WUR:CE-FIN04-3-448-B	2004-07-13	15	2	27.5														
WUR:CE-FIN04-3-448-C	2004-07-13	15	4	29														
WUR:CE-FIN04-3-449-A	2004-07-13	15	3	31														
WUR:CE-FIN04-3-449-B	2004-07-13	15	1	27														
WUR:CE-FIN04-3-449-C	2004-07-13	15	4	29														
WUR:CE-FIN04-3-450-A	2004-07-13	14	2	30														
WUR:CE-FIN04-3-450-B	2004-07-13	14	3	28														
WUR:CE-FIN04-3-450-C	2004-07-13	14	3	27														
WUR:CE-FIN04-3-451-A	2004-07-13																	
WUR:CE-FIN04-3-451-B	2004-07-13	14	3	38														
WUR:CE-FIN04-3-451-C	2004-07-13	16	4	33														
WUR:CE-FIN04-3-452-A	2004-07-13	15	4	32														
WUR:CE-FIN04-3-452-B	2004-07-13	15	3	38														
WUR:CE-FIN04-3-452-C	2004-07-13	18	6	38														
WUR:CE-FIN04-3-453-A	2004-07-13	15	3	21														
WUR:CE-FIN04-3-453-B	2004-07-13	17	3	23														
WUR:CE-FIN04-3-453-C	2004-07-13	15	4	28														
WUR:CE-FIN04-3-454-A	2004-07-13	15	4	16														
WUR:CE-FIN04-3-454-B	2004-07-13	15	8	30														
WUR:CE-FIN04-3-454-C	2004-07-13	15	7	29.5														
WUR:CE-FIN04-3-455-A	2004-07-13	15	3	25.5														
WUR:CE-FIN04-3-455-B	2004-07-13	15	3	29														
WUR:CE-FIN04-3-455-C	2004-07-13	16	4	24.5														
WUR:CE-FIN04-3-456-A	2004-07-13	21	4	17														
WUR:CE-FIN04-3-456-B	2004-07-13	18	5	32														
WUR:CE-FIN04-3-456-C	2004-07-13	16	4	28														
WUR:CE-FIN04-3-457-A	2004-07-13	17	10	37														
WUR:CE-FIN04-3-457-B	2004-07-13	20	6	27														
WUR:CE-FIN04-3-457-C	2004-07-13	19	3	34														
WUR:CE-FIN04-3-458-A	2004-07-13	19	4	25														
WUR:CE-FIN04-3-458-B	2004-07-13	16	2	30														
WUR:CE-FIN04-3-458-C	2004-07-13	16	2	28														
WUR:CE-FIN04-3-459-A	2004-07-13	18	4	18														
WUR:CE-FIN04-3-459-B	2004-07-13	39	2	4														
WUR:CE-FIN04-3-459-C	2004-07-13	20	6	12														
WUR:CE-FIN04-3-460-A	2004-07-13	16	3	30														
WUR:CE-FIN04-3-460-B	2004-07-13	18	4	30														
WUR:CE-FIN04-3-460-C	2004-07-13	19	6	33														
WUR:CE-FIN04-3-461-A	2004-07-13	21	4	22														
WUR:CE-FIN04-3-461-B	2004-07-13	21	5	18														
WUR:CE-FIN04-3-461-C	2004-07-13	22	8	15.5														
WUR:CE-FIN04-3-462-A	2004-07-13	24	3	21														
WUR:CE-FIN04-3-462-B	2004-07-13	20	3	24														
WUR:CE-FIN04-3-462-C	2004-07-13	18	3	28														
WUR:CE-FIN04-3-463-A	2004-07-13	20	4	24														
WUR:CE-FIN04-3-463-B	2004-07-13	18	2	20														
WUR:CE-FIN04-3-463-C	2004-07-13	20	5	24														
WUR:CE-FIN04-3-464-A	2004-07-13	19	2	27.5														
WUR:CE-FIN04-3-464-B	2004-07-13	17	2	29														
WUR:CE-FIN04-3-464-C	2004-07-13	18	3	29														
WUR:CE-FIN04-3-465-A	2004-07-13	20	1	28														
WUR:CE-FIN04-3-465-B	2004-07-13	19	2	28														
WUR:CE-FIN04-3-465-C	2004-07-13	18	1	32														
WUR:CE-FIN04-3-466-A	2004-07-13	18	2	28														
WUR:CE-FIN04-3-466-B	2004-07-13	15	3	27														
WUR:CE-FIN04-3-466-C	2004-07-13	18	2	28														
WUR:CE-FIN04-3-467-A	2004-07-13	15	3	32														
WUR:CE-FIN04-3-467-B	2004-07-13	15	4	41														
WUR:CE-FIN04-3-467-C	2004-07-13	15	5	34														
WUR:CE-FIN04-3-468-A	2004-07-13	18	5	32														
WUR:CE-FIN04-3-468-B	2004-07-13	15	3	27														
WUR:CE-FIN04-3-468-C	2004-07-13	18	1	22														
WUR:CE-FIN04-3-469-A	2004-07-13	19	3	27														
WUR:CE-FIN04-3-469-B	2004-07-13	19	2	26														
WUR:CE-FIN04-3-469-C	2004-07-13	16	4	27														
WUR:CE-FIN04-3-470-A	2004-07-13	15	2	32														
WUR:CE-FIN04-3-470-B	2004-07-13	16	1	28														
WUR:CE-FIN04-3-470-C	2004-07-13	14	1	34														
WUR:CE-FIN04-3-471-A	2004-07-13	18	2	23														
WUR:CE-FIN04-3-471-B	2004-07-13	20	3	26														
WUR:CE-FIN04-3-471-C	2004-07-13	18	3	27														
WUR:CE-FIN04-3-472-A	2004-07-13	21	2	23														
WUR:CE-FIN04-3-472-B	2004-07-13	21	5	24														
WUR:CE-FIN04-3-472-C	2004-07-13	20	2	28														
WUR:CE-FIN04-3-473-A	2004-07-13	17	2	30														
WUR:CE-FIN04-3-473-B	2004-07-13	17	5	30														
WUR:CE-FIN04-3-473-C	2004-07-13	19	4	29														
WUR:CE-FIN04-3-474-A	2004-07-13	15	3	36														
WUR:CE-FIN04-3-474-B	2004-07-13	17	6	25														
WUR:CE-FIN04-3-474-C	2004-07-13	15	4	29														
WUR:CE-FIN04-3-475-A	2004-07-13	16	4	26														
WUR:CE-FIN04-3-475-B	2004-07-13	14	3	33														
WUR:CE-FIN04-3-475-C	2004-07-13	14	5	33														
