Observation unit ID	Date	TubN_LT20	TubW_LT20	TubN_GE20	TubW_GE20	TubN_total_per_plant	TubW_total_per_plant
WUR:CE-ETH10-3-92-3	2010-12-01	1	5	2	45	3	50
WUR:CE-ETH10-3-92-4	2010-12-01	2	10	3	70	5	80
WUR:CE-ETH10-3-93-1	2010-12-01	12	25	20	400	32	425
WUR:CE-ETH10-3-93-2	2010-12-01	8	20	14	280	22	300
WUR:CE-ETH10-3-93-3	2010-12-01	6	15	12	150	18	165
WUR:CE-ETH10-3-93-4	2010-12-01	9	25	12	260	21	285
WUR:CE-ETH10-3-94-1	2010-12-01	7	35	1	25	8	60
WUR:CE-ETH10-3-94-2	2010-12-01	2	10	4	105	6	115
WUR:CE-ETH10-3-94-3	2010-12-01	2	10	6	180	8	190
WUR:CE-ETH10-3-94-4	2010-12-01			8	140	8	140
WUR:CE-ETH10-3-95-1	2010-12-01	6	20	24	860	30	880
WUR:CE-ETH10-3-95-2	2010-12-01	2	10	15	820	17	830
WUR:CE-ETH10-3-95-3	2010-12-01	5	20	14	580	19	600
WUR:CE-ETH10-3-95-4	2010-12-01	3	15	21	940	24	955
WUR:CE-ETH10-3-96-1	2010-12-01	7	15	5	170	12	185
WUR:CE-ETH10-3-96-2	2010-12-01	1	3	7	165	8	168
WUR:CE-ETH10-3-96-3	2010-12-01	6	15	6	180	12	195
WUR:CE-ETH10-3-96-4	2010-12-01	4	15	5	160	9	175
WUR:CE-ETH10-3-97-1	2010-12-01	3	13	10	130	13	143
WUR:CE-ETH10-3-97-2	2010-12-01	6	25	11	310	17	335
WUR:CE-ETH10-3-97-3	2010-12-01			7	265	7	265
WUR:CE-ETH10-3-97-4	2010-12-01	2	10	5	105	7	115
WUR:CE-ETH10-3-98-1	2010-12-01	8	60	10	260	18	320
WUR:CE-ETH10-3-98-2	2010-12-01	10	125	15	390	25	515
WUR:CE-ETH10-3-98-3	2010-12-01	8	35	5	40	13	75
WUR:CE-ETH10-3-98-4	2010-12-01	5	25	8	200	13	225
WUR:CE-ETH10-3-99-1	2010-12-01			7	165	7	165
WUR:CE-ETH10-3-99-2	2010-12-01	7	60	10	230	17	290
WUR:CE-ETH10-3-99-3	2010-12-01	4	30	4	100	8	130
WUR:CE-ETH10-3-99-4	2010-12-01	3	10	4	125	7	135
WUR:CE-ETH10-3-100-1	2010-12-01	4	15	10	195	14	210
WUR:CE-ETH10-3-100-2	2010-12-01	3	10	3	55	6	65
WUR:CE-ETH10-3-100-3	2010-12-01	4	25	6		10	25
WUR:CE-ETH10-3-100-4	2010-12-01			6	105	6	105
WUR:CE-ETH10-3-101-1	2010-12-01	6	30	23	1090	29	1120
WUR:CE-ETH10-3-101-2	2010-12-01			10	565	10	565
WUR:CE-ETH10-3-101-3	2010-12-01			2	180	2	180
WUR:CE-ETH10-3-101-4	2010-12-01	3	25	10	465	13	490
WUR:CE-ETH10-3-102-1	2010-12-01					0	0
WUR:CE-ETH10-3-102-2	2010-12-01	7	35	10	270	17	305
WUR:CE-ETH10-3-102-3	2010-12-01	5	25	12	360	17	385
WUR:CE-ETH10-3-102-4	2010-12-01	4	20			4	20
WUR:CE-ETH10-3-103-1	2010-12-01	8	45	7	160	15	205
WUR:CE-ETH10-3-103-2	2010-12-01			8	155	8	155
WUR:CE-ETH10-3-103-3	2010-12-01			8	385	8	385
WUR:CE-ETH10-3-103-4	2010-12-01	4	10	12	315	16	325
WUR:CE-ETH10-3-104-1	2010-12-01			5	110	5	110
WUR:CE-ETH10-3-104-2	2010-12-01	4	20	10	225	14	245
WUR:CE-ETH10-3-104-3	2010-12-01	4	20	8	210	12	230
WUR:CE-ETH10-3-104-4	2010-12-01	1	5	6	395	7	400
WUR:CE-ETH10-3-105-1	2010-12-01	5	20	10	175	15	195
WUR:CE-ETH10-3-105-2	2010-12-01	11	30	10	185	21	215
WUR:CE-ETH10-3-105-3	2010-12-01	6	35	11	240	17	275
WUR:CE-ETH10-3-105-4	2010-12-01	12	65	11	215	23	280
WUR:CE-ETH10-3-106-1	2010-12-01	2	10	10	250	12	260
WUR:CE-ETH10-3-106-2	2010-12-01	6	25	14	335	20	360
WUR:CE-ETH10-3-106-3	2010-12-01	8	35	13	385	21	420
WUR:CE-ETH10-3-106-4	2010-12-01	1	5	16	355	17	360
WUR:CE-ETH10-3-107-1	2010-12-01	2	10	13	200	15	210
WUR:CE-ETH10-3-107-2	2010-12-01	4	15	18	400	22	415
WUR:CE-ETH10-3-107-3	2010-12-01	2	10	16	260	18	270
WUR:CE-ETH10-3-107-4	2010-12-01	1	5	7	197	8	202
WUR:CE-ETH10-3-108-1	2010-12-01	12	105	5	145	17	250
WUR:CE-ETH10-3-108-2	2010-12-01	18	135	2	95	20	230
WUR:CE-ETH10-3-108-3	2010-12-01	3	10	1	5	4	15
WUR:CE-ETH10-3-108-4	2010-12-01	9	50	3	45	12	95
WUR:CE-ETH10-3-109-1	2010-12-01	4	25	6	170	10	195
WUR:CE-ETH10-3-109-2	2010-12-01	5	25	15	320	20	345
WUR:CE-ETH10-3-109-3	2010-12-01	6	35	12	147	18	182
WUR:CE-ETH10-3-109-4	2010-12-01	11	50	7	105	18	155
WUR:CE-ETH10-3-110-1	2010-12-01	1	5	4	120	5	125
WUR:CE-ETH10-3-110-2	2010-12-01	1	5	4	100	5	105
WUR:CE-ETH10-3-110-3	2010-12-01	1	5	2	90	3	95
WUR:CE-ETH10-3-110-4	2010-12-01	2	10			2	10
WUR:CE-ETH10-3-111-1	2010-12-01	2	10	2	45	4	55
WUR:CE-ETH10-3-111-2	2010-12-01	4	15	1	30	5	45
WUR:CE-ETH10-3-111-3	2010-12-01	4	20	5	125	9	145
WUR:CE-ETH10-3-111-4	2010-12-01	3	12	7	115	10	127
WUR:CE-ETH10-3-112-1	2010-12-01	3	10	4	95	7	105
WUR:CE-ETH10-3-112-2	2010-12-01	2	10	8	140	10	150
WUR:CE-ETH10-3-112-3	2010-12-01	1	5	6	145	7	150
WUR:CE-ETH10-3-112-4	2010-12-01	1	5	7	180	8	185
WUR:CE-ETH10-3-113-1	2010-12-01	5	15	11	345	16	360
WUR:CE-ETH10-3-113-2	2010-12-01	4	15	9	235	13	250
WUR:CE-ETH10-3-113-3	2010-12-01	2	10	10	395	12	405
WUR:CE-ETH10-3-113-4	2010-12-01			5	100	5	100
WUR:CE-ETH10-3-114-1	2010-12-01	5	15	13	200	18	215
WUR:CE-ETH10-3-114-2	2010-12-01	8	30	9	195	17	225
WUR:CE-ETH10-3-114-3	2010-12-01	5	15	7	140	12	155
WUR:CE-ETH10-3-114-4	2010-12-01	6	20	13	320	19	340
WUR:CE-ETH10-3-115-1	2010-12-01	13	105	15	265	28	370
WUR:CE-ETH10-3-115-2	2010-12-01	6	55	6	190	12	245
WUR:CE-ETH10-3-115-3	2010-12-01	20	110	12	210	32	320
WUR:CE-ETH10-3-115-4	2010-12-01	16	45	11	210	27	255
WUR:CE-ETH10-3-116-1	2010-12-01	5	15	12	230	17	245
WUR:CE-ETH10-3-116-2	2010-12-01	6	15	11	205	17	220
WUR:CE-ETH10-3-116-3	2010-12-01	1	5	3	110	4	115
WUR:CE-ETH10-3-116-4	2010-12-01	4	15	4	97	8	112
WUR:CE-ETH10-3-117-1	2010-12-01	2	10	4	110	6	120
WUR:CE-ETH10-3-117-2	2010-12-01	2	10	10	230	12	240
WUR:CE-ETH10-3-117-3	2010-12-01	2	15	14	30	16	45
WUR:CE-ETH10-3-117-4	2010-12-01	1	10	6	185	7	195
WUR:CE-ETH10-3-118-1	2010-12-01	1	5	5	220	6	225
WUR:CE-ETH10-3-118-2	2010-12-01	4	20	9	340	13	360
WUR:CE-ETH10-3-118-3	2010-12-01	4	20	8	205	12	225
WUR:CE-ETH10-3-118-4	2010-12-01	8	50	6	325	14	375
WUR:CE-ETH10-3-119-1	2010-12-01	2	10	18	355	20	365
WUR:CE-ETH10-3-119-2	2010-12-01	1	5	12	220	13	225
WUR:CE-ETH10-3-119-3	2010-12-01	3	5	9	195	12	200
WUR:CE-ETH10-3-119-4	2010-12-01			7	180	7	180
WUR:CE-ETH10-3-120-1	2010-12-01	3	10	12	320	15	330
WUR:CE-ETH10-3-120-2	2010-12-01	1	5	6	230	7	235
WUR:CE-ETH10-3-120-3	2010-12-01	3	10	11	250	14	260
WUR:CE-ETH10-3-120-4	2010-12-01	1	5	11	205	12	210
WUR:CE-ETH10-3-121-1	2010-12-01	2	10	7	350	9	360
WUR:CE-ETH10-3-121-2	2010-12-01	1	5	4	380	5	385
WUR:CE-ETH10-3-121-3	2010-12-01	3	25	6	320	9	345
WUR:CE-ETH10-3-121-4	2010-12-01	2	10	7	280	9	290
WUR:CE-ETH10-3-122-1	2010-12-01	2	10	10	405	12	415
WUR:CE-ETH10-3-122-2	2010-12-01	1	10	15	885	16	895
WUR:CE-ETH10-3-122-3	2010-12-01			9	585	9	585
WUR:CE-ETH10-3-122-4	2010-12-01	2	10	11	455	13	465
WUR:CE-ETH10-3-123-1	2010-12-01	1	5	7	220	8	225
WUR:CE-ETH10-3-123-2	2010-12-01	3	15	3	100	6	115
WUR:CE-ETH10-3-123-3	2010-12-01	1	10	7	200	8	210
WUR:CE-ETH10-3-123-4	2010-12-01	5	50	4	170	9	220
WUR:CE-ETH10-3-124-1	2010-12-01	2	15	2	125	4	140
WUR:CE-ETH10-3-124-2	2010-12-01	3	10	10	545	13	555
WUR:CE-ETH10-3-124-3	2010-12-01			4	365	4	365
WUR:CE-ETH10-3-124-4	2010-12-01	1	5	4	465	5	470
WUR:CE-ETH10-3-125-1	2010-12-01	3	15	7	195	10	210
WUR:CE-ETH10-3-125-2	2010-12-01	6	20	11	1195	17	1215
WUR:CE-ETH10-3-125-3	2010-12-01	4	20	6	625	10	645
WUR:CE-ETH10-3-125-4	2010-12-01	6	30	8	370	14	400
WUR:CE-ETH10-3-126-1	2010-12-01	2	95	3	450	5	545
WUR:CE-ETH10-3-126-2	2010-12-01					0	0
WUR:CE-ETH10-3-126-3	2010-12-01	1	5	11	390	12	395
WUR:CE-ETH10-3-126-4	2010-12-01					0	0
WUR:CE-ETH10-3-127-1	2010-12-01					0	0
WUR:CE-ETH10-3-127-2	2010-12-01			6	115	6	115
WUR:CE-ETH10-3-127-3	2010-12-01	7	25	12	195	19	220
WUR:CE-ETH10-3-127-4	2010-12-01	11	45	7	155	18	200
WUR:CE-ETH10-3-128-1	2010-12-01	5	35	8	145	13	180
WUR:CE-ETH10-3-128-2	2010-12-01	4	20			4	20
WUR:CE-ETH10-3-128-3	2010-12-01	7	20	4	125	11	145
WUR:CE-ETH10-3-128-4	2010-12-01	8	75	6	105	14	180
WUR:CE-ETH10-3-129-1	2010-12-01	4	20	6	205	10	225
WUR:CE-ETH10-3-129-2	2010-12-01					0	0
WUR:CE-ETH10-3-129-3	2010-12-01			3	115	3	115
WUR:CE-ETH10-3-129-4	2010-12-01	5	30	4	120	9	150
WUR:CE-ETH10-3-130-1	2010-12-01	5	35	6	155	11	190
WUR:CE-ETH10-3-130-2	2010-12-01	6	40	9	145	15	185
WUR:CE-ETH10-3-130-3	2010-12-01	9	50	12	200	21	250
WUR:CE-ETH10-3-130-4	2010-12-01	2	10	15	225	17	235
WUR:CE-ETH10-3-131-1	2010-12-01	9	65	10	170	19	235
WUR:CE-ETH10-3-131-2	2010-12-01	1	5	11	185	12	190
WUR:CE-ETH10-3-131-3	2010-12-01	5	15	8	188	13	203
WUR:CE-ETH10-3-131-4	2010-12-01	11	25	11	165	22	190
WUR:CE-ETH10-3-132-1	2010-12-01	4	30	8	180	12	210
WUR:CE-ETH10-3-132-2	2010-12-01	2	10	8	130	10	140
WUR:CE-ETH10-3-132-3	2010-12-01	4	25	7	150	11	175
WUR:CE-ETH10-3-132-4	2010-12-01	1	5	10	190	11	195
WUR:CE-ETH10-3-133-1	2010-12-01	11	65	7	195	18	260
WUR:CE-ETH10-3-133-2	2010-12-01	3	10	9	160	12	170
WUR:CE-ETH10-3-133-3	2010-12-01	4	15	5	120	9	135
WUR:CE-ETH10-3-133-4	2010-12-01	17	85	5	90	22	175
WUR:CE-ETH10-3-134-1	2010-12-01	2	10	14	380	16	390
WUR:CE-ETH10-3-134-2	2010-12-01	7	45	11	310	18	355
WUR:CE-ETH10-3-134-3	2010-12-01	8	35	7	190	15	225
WUR:CE-ETH10-3-134-4	2010-12-01	4	25	14	265	18	290
WUR:CE-ETH10-3-135-1	2010-12-01	15	110	12	210	27	320
WUR:CE-ETH10-3-135-2	2010-12-01	6	15	13	280	19	295
WUR:CE-ETH10-3-135-3	2010-12-01	8	35	5	145	13	180
WUR:CE-ETH10-3-135-4	2010-12-01	8	73	5	105	13	178
WUR:CE-ETH10-3-136-1	2010-12-01	6	35	13	370	19	405
WUR:CE-ETH10-3-136-2	2010-12-01	2	10	2	45	4	55
WUR:CE-ETH10-3-136-3	2010-12-01	3	15	6	170	9	185
WUR:CE-ETH10-3-136-4	2010-12-01	3	15	6	110	9	125
WUR:CE-ETH10-3-137-1	2010-12-01	8	73	10	200	18	273
WUR:CE-ETH10-3-137-2	2010-12-01	13	65	13	200	26	265
WUR:CE-ETH10-3-137-3	2010-12-01	15	85	6	115	21	200
WUR:CE-ETH10-3-137-4	2010-12-01	7	35	4	95	11	130
WUR:CE-ETH10-3-138-1	2010-12-01	6	10	6	125	12	135
WUR:CE-ETH10-3-138-2	2010-12-01	5	10	6	110	11	120
WUR:CE-ETH10-3-138-3	2010-12-01	8	65	8	175	16	240
WUR:CE-ETH10-3-138-4	2010-12-01	6	755	8	180	14	935
WUR:CE-ETH10-3-139-1	2010-12-01	6	35	11	220	17	255
WUR:CE-ETH10-3-139-2	2010-12-01	3	10	8	200	11	210
WUR:CE-ETH10-3-139-3	2010-12-01	1	5	12	270	13	275
WUR:CE-ETH10-3-139-4	2010-12-01	5	25	4	205	9	230
WUR:CE-ETH10-3-140-1	2010-12-01	2	10			2	10
WUR:CE-ETH10-3-140-2	2010-12-01	1	6	9	170	10	176
WUR:CE-ETH10-3-140-3	2010-12-01			7	120	7	120
WUR:CE-ETH10-3-140-4	2010-12-01			8	105	8	105
WUR:CE-ETH10-3-141-1	2010-12-01	5	50	10	265	15	315
WUR:CE-ETH10-3-141-2	2010-12-01	3	15	14	315	17	330
WUR:CE-ETH10-3-141-3	2010-12-01	2	5	5	35	7	40
WUR:CE-ETH10-3-141-4	2010-12-01	3	10	9	205	12	215
WUR:CE-ETH10-3-142-1	2010-12-01	7	25	9	180	16	205
WUR:CE-ETH10-3-142-2	2010-12-01	7	25	13	185	20	210
WUR:CE-ETH10-3-142-3	2010-12-01	11	40	6	110	17	150
WUR:CE-ETH10-3-142-4	2010-12-01	9	55	12	195	21	250
WUR:CE-ETH10-3-143-1	2010-12-01	3	10	8	125	11	135
WUR:CE-ETH10-3-143-2	2010-12-01	3	10	6	150	9	160
WUR:CE-ETH10-3-143-3	2010-12-01	7	35	7	155	14	190
WUR:CE-ETH10-3-143-4	2010-12-01	10	35	8	135	18	170
WUR:CE-ETH10-3-144-1	2010-12-01	24	115	10	125	34	240
WUR:CE-ETH10-3-144-2	2010-12-01	25	105	12	165	37	270
WUR:CE-ETH10-3-144-3	2010-12-01	16	60	6	115	22	175
WUR:CE-ETH10-3-144-4	2010-12-01	33	140	10	145	43	285
WUR:CE-ETH10-3-145-1	2010-12-01	1	5	16	445	17	450
WUR:CE-ETH10-3-145-2	2010-12-01	2	10	10	240	12	250
WUR:CE-ETH10-3-145-3	2010-12-01	8	45	8	195	16	240
WUR:CE-ETH10-3-145-4	2010-12-01	7	35	10	210	17	245
WUR:CE-ETH10-3-146-1	2010-12-01	1	10	8	490	9	500
WUR:CE-ETH10-3-146-2	2010-12-01	1	10	9	240	10	250
WUR:CE-ETH10-3-146-3	2010-12-01			7	220	7	220
WUR:CE-ETH10-3-146-4	2010-12-01	3	10	9	584	12	594
WUR:CE-ETH10-3-147-1	2010-12-01	1	5	9	200	10	205
WUR:CE-ETH10-3-147-2	2010-12-01	5	20	2	25	7	45
WUR:CE-ETH10-3-147-3	2010-12-01	4	10	7	245	11	255
WUR:CE-ETH10-3-147-4	2010-12-01	4	15	3	95	7	110
WUR:CE-ETH10-3-148-1	2010-12-01	4	30	6	215	10	245
WUR:CE-ETH10-3-148-2	2010-12-01	8	25	8	200	16	225
WUR:CE-ETH10-3-148-3	2010-12-01	3	10	8	115	11	125
WUR:CE-ETH10-3-148-4	2010-12-01	5	15	8	215	13	230
WUR:CE-ETH10-3-149-1	2010-12-01	1	5	5	120	6	125
WUR:CE-ETH10-3-149-2	2010-12-01	1	10	3	115	4	125
WUR:CE-ETH10-3-149-3	2010-12-01	2	5	7	460	9	465
WUR:CE-ETH10-3-149-4	2010-12-01	1	5	8	195	9	200
WUR:CE-ETH10-3-150-1	2010-12-01	2	10	5	160	7	170
WUR:CE-ETH10-3-150-2	2010-12-01	4	15	3	155	7	170
WUR:CE-ETH10-3-150-3	2010-12-01	2	10	5	145	7	155
WUR:CE-ETH10-3-150-4	2010-12-01	3	15	9	390	12	405
WUR:CE-ETH10-3-151-1	2010-12-01	1	5	5	140	6	145
WUR:CE-ETH10-3-151-2	2010-12-01	4	20	4	140	8	160
WUR:CE-ETH10-3-151-3	2010-12-01	3	10	5	120	8	130
WUR:CE-ETH10-3-151-4	2010-12-01	4	20	7	240	11	260
WUR:CE-ETH10-3-152-1	2010-12-01	6	25	9	415	15	440
WUR:CE-ETH10-3-152-2	2010-12-01	3	10	7	280	10	290
WUR:CE-ETH10-3-152-3	2010-12-01	2	10	10	440	12	450
WUR:CE-ETH10-3-152-4	2010-12-01	8	30	11	395	19	425
WUR:CE-ETH10-3-153-1	2010-12-01	5	30	8	200	13	230
WUR:CE-ETH10-3-153-2	2010-12-01	1	5	6	185	7	190
WUR:CE-ETH10-3-153-3	2010-12-01	1	5	7	190	8	195
WUR:CE-ETH10-3-153-4	2010-12-01	6	30	5	85	11	115
WUR:CE-ETH10-3-154-1	2010-12-01	1	10	7	205	8	215
WUR:CE-ETH10-3-154-2	2010-12-01	2	15	8	205	10	220
WUR:CE-ETH10-3-154-3	2010-12-01			12	275	12	275
WUR:CE-ETH10-3-154-4	2010-12-01	6	25	5	197	11	222
WUR:CE-ETH10-3-155-1	2010-12-01	2	10	2	55	4	65
WUR:CE-ETH10-3-155-2	2010-12-01	2	10	2	60	4	70
WUR:CE-ETH10-3-155-3	2010-12-01	7	35	8	140	15	175
WUR:CE-ETH10-3-155-4	2010-12-01	4	25	6	125	10	150
WUR:CE-ETH10-3-156-1	2010-12-01	9	35	10	190	19	225
WUR:CE-ETH10-3-156-2	2010-12-01	3	10	8	280	11	290
WUR:CE-ETH10-3-156-3	2010-12-01	7	20	8	210	15	230
WUR:CE-ETH10-3-156-4	2010-12-01	5	20	18	460	23	480
WUR:CE-ETH10-3-157-1	2010-12-01	2	10	6	160	8	170
WUR:CE-ETH10-3-157-2	2010-12-01	3	15	6	165	9	180
WUR:CE-ETH10-3-157-3	2010-12-01	2	10	8	210	10	220
WUR:CE-ETH10-3-157-4	2010-12-01	1	10	5	105	6	115
WUR:CE-ETH10-3-158-1	2010-12-01			3		3	0
WUR:CE-ETH10-3-158-2	2010-12-01			3	85	3	85
WUR:CE-ETH10-3-158-3	2010-12-01					0	0
WUR:CE-ETH10-3-158-4	2010-12-01					0	0
WUR:CE-ETH10-3-159-1	2010-12-01			13	960	13	960
WUR:CE-ETH10-3-159-2	2010-12-01	4	20	21	990	25	1010
WUR:CE-ETH10-3-159-3	2010-12-01			10	760	10	760
WUR:CE-ETH10-3-159-4	2010-12-01			12	645	12	645
WUR:CE-ETH10-3-160-1	2010-12-01	6	25	11	215	17	240
WUR:CE-ETH10-3-160-2	2010-12-01	5	25	11	330	16	355
WUR:CE-ETH10-3-160-3	2010-12-01	4	20	5	170	9	190
WUR:CE-ETH10-3-160-4	2010-12-01	11	90	7	250	18	340
WUR:CE-ETH10-3-161-1	2010-12-01	11	85	3	50	14	135
WUR:CE-ETH10-3-161-2	2010-12-01	18	95	6	80	24	175
WUR:CE-ETH10-3-161-3	2010-12-01	22	75	4	65	26	140
WUR:CE-ETH10-3-161-4	2010-12-01	12	45	8	130	20	175
WUR:CE-ETH10-3-162-1	2010-12-01	1	5	17	440	18	445
WUR:CE-ETH10-3-162-2	2010-12-01	7	25	19	520	26	545
WUR:CE-ETH10-3-162-3	2010-12-01	12	45	13	415	25	460
WUR:CE-ETH10-3-162-4	2010-12-01	4	20	14	450	18	470
WUR:CE-ETH10-3-163-1	2010-12-01	1	10	12	225	13	235
WUR:CE-ETH10-3-163-2	2010-12-01	3	15	9	220	12	235
WUR:CE-ETH10-3-163-3	2010-12-01	5	30	16	495	21	525
WUR:CE-ETH10-3-163-4	2010-12-01	5	25	6	115	11	140
WUR:CE-ETH10-3-164-1	2010-12-01	5	45	6	170	11	215
WUR:CE-ETH10-3-164-2	2010-12-01	15	55	7	110	22	165
WUR:CE-ETH10-3-164-3	2010-12-01	12	65	8	135	20	200
WUR:CE-ETH10-3-164-4	2010-12-01	10	25	10	105	20	130
WUR:CE-ETH10-3-165-1	2010-12-01	4	10	4	120	8	130
WUR:CE-ETH10-3-165-2	2010-12-01	2	10	10	220	12	230
WUR:CE-ETH10-3-165-3	2010-12-01	5	20	4	185	9	205
WUR:CE-ETH10-3-165-4	2010-12-01	3	10	4	120	7	130
WUR:CE-ETH10-3-166-1	2010-12-01	1	5	11	270	12	275
WUR:CE-ETH10-3-166-2	2010-12-01	2	10	10	215	12	225
WUR:CE-ETH10-3-166-3	2010-12-01	7	65	10	105	17	170
WUR:CE-ETH10-3-166-4	2010-12-01	4	25	9	145	13	170
WUR:CE-ETH10-3-167-1	2010-12-01	2	10	7	165	9	175
WUR:CE-ETH10-3-167-2	2010-12-01	2	10	3	140	5	150
WUR:CE-ETH10-3-167-3	2010-12-01					0	0
WUR:CE-ETH10-3-167-4	2010-12-01	4	20	1	80	5	100
WUR:CE-ETH10-3-168-1	2010-12-01	3	10	2	80	5	90
WUR:CE-ETH10-3-168-2	2010-12-01	3	15	4	165	7	180
WUR:CE-ETH10-3-168-3	2010-12-01	2	10	4	160	6	170
WUR:CE-ETH10-3-168-4	2010-12-01	4	20	5	220	9	240
WUR:CE-ETH10-3-169-1	2010-12-01	1	5	20	380	21	385
WUR:CE-ETH10-3-169-2	2010-12-01	13	50	12	200	25	250
WUR:CE-ETH10-3-169-3	2010-12-01	1	5	12	115	13	120
WUR:CE-ETH10-3-169-4	2010-12-01	2	10	9	185	11	195
WUR:CE-ETH10-3-170-1	2010-12-01	2	10	4	75	6	85
WUR:CE-ETH10-3-170-2	2010-12-01	2	10	3	85	5	95
WUR:CE-ETH10-3-170-3	2010-12-01	4	20	7	175	11	195
WUR:CE-ETH10-3-170-4	2010-12-01	1	5	2	35	3	40
WUR:CE-ETH10-3-171-1	2010-12-01			4	155	4	155
WUR:CE-ETH10-3-171-2	2010-12-01					0	0
WUR:CE-ETH10-3-171-3	2010-12-01	4	15	16	770	20	785
WUR:CE-ETH10-3-171-4	2010-12-01	3	15	2	150	5	165
WUR:CE-ETH10-3-172-1	2010-12-01	2	10	9	245	11	255
WUR:CE-ETH10-3-172-2	2010-12-01	3	10	2	55	5	65
WUR:CE-ETH10-3-172-3	2010-12-01	5	20	6	125	11	145
WUR:CE-ETH10-3-172-4	2010-12-01			5	140	5	140
WUR:CE-ETH10-3-173-1	2010-12-01	9	25	8	160	17	185
WUR:CE-ETH10-3-173-2	2010-12-01	7	20	8	200	15	220
WUR:CE-ETH10-3-173-3	2010-12-01	3	10	5	165	8	175
WUR:CE-ETH10-3-173-4	2010-12-01	4	20	8	185	12	205
WUR:CE-ETH10-3-174-1	2010-12-01	1	5	12	410	13	415
WUR:CE-ETH10-3-174-2	2010-12-01			3	155	3	155
WUR:CE-ETH10-3-174-3	2010-12-01					0	0
WUR:CE-ETH10-3-174-4	2010-12-01	2	10	6	210	8	220
WUR:CE-ETH10-3-175-1	2010-12-01	8	410	10	20	18	430
WUR:CE-ETH10-3-175-2	2010-12-01	3	10	6	125	9	135
WUR:CE-ETH10-3-175-3	2010-12-01	7	35	14	315	21	350
WUR:CE-ETH10-3-175-4	2010-12-01	5	15	10	240	15	255
WUR:CE-ETH10-3-176-1	2010-12-01	14	80	1	30	15	110
WUR:CE-ETH10-3-176-2	2010-12-01	4	15	2	25	6	40
WUR:CE-ETH10-3-176-3	2010-12-01	13	105	6	145	19	250
WUR:CE-ETH10-3-176-4	2010-12-01	14	55	2	25	16	80
WUR:CE-ETH10-3-177-1	2010-12-01			5	150	5	150
WUR:CE-ETH10-3-177-2	2010-12-01	2	195	8	225	10	420
WUR:CE-ETH10-3-177-3	2010-12-01	2	10	4	130	6	140
WUR:CE-ETH10-3-177-4	2010-12-01	1	5	4	195	5	200
WUR:CE-ETH10-3-178-1	2010-12-01	4	20	9	460	13	480
WUR:CE-ETH10-3-178-2	2010-12-01	5	30	5	325	10	355
WUR:CE-ETH10-3-178-3	2010-12-01			5	180	5	180
WUR:CE-ETH10-3-178-4	2010-12-01	2	10	4	165	6	175
WUR:CE-ETH10-3-179-1	2010-12-01	15	35	16	215	31	250
WUR:CE-ETH10-3-179-2	2010-12-01	14	105	6	110	20	215
WUR:CE-ETH10-3-179-3	2010-12-01	4	20	6	165	10	185
WUR:CE-ETH10-3-179-4	2010-12-01	5	30	8	115	13	145
WUR:CE-ETH10-3-180-1	2010-12-01	3	10	8	185	11	195
WUR:CE-ETH10-3-180-2	2010-12-01			7	125	7	125
WUR:CE-ETH10-3-180-3	2010-12-01	3	10	10	195	13	205
WUR:CE-ETH10-3-180-4	2010-12-01	2	10	11	125	13	135
WUR:CE-ETH10-3-181-1	2010-12-01	6	25	12	190	18	215
WUR:CE-ETH10-3-181-2	2010-12-01	12	55	16	395	28	450
WUR:CE-ETH10-3-181-3	2010-12-01					0	0
WUR:CE-ETH10-3-181-4	2010-12-01	15	60	14	225	29	285
WUR:CE-ETH10-3-182-1	2010-12-01	2	10	9	380	11	390
WUR:CE-ETH10-3-182-2	2010-12-01	1	5	6	225	7	230
WUR:CE-ETH10-3-182-3	2010-12-01	4	25	11	330	15	355
WUR:CE-ETH10-3-182-4	2010-12-01			1	125	1	125
WUR:CE-ETH10-3-183-1	2010-12-01	34	195	12	285	46	480
WUR:CE-ETH10-3-183-2	2010-12-01	5	30	8	260	13	290
WUR:CE-ETH10-3-183-3	2010-12-01	18	85	6	210	24	295
WUR:CE-ETH10-3-183-4	2010-12-01	11	45	9	400	20	445
WUR:CE-ETH10-3-184-1	2010-12-01	12	95	11	215	23	310
WUR:CE-ETH10-3-184-2	2010-12-01	17	60	11	185	28	245
WUR:CE-ETH10-3-184-3	2010-12-01	4	20	4	105	8	125
WUR:CE-ETH10-3-184-4	2010-12-01	2	10	8	190	10	200
WUR:CE-ETH10-3-185-1	2010-12-01					0	0
WUR:CE-ETH10-3-185-2	2010-12-01	7	30	12	425	19	455
WUR:CE-ETH10-3-185-3	2010-12-01	6	15	8	210	14	225
WUR:CE-ETH10-3-185-4	2010-12-01	5	20	7	180	12	200
WUR:CE-ETH10-3-186-1	2010-12-01	2	10	4	205	6	215
WUR:CE-ETH10-3-186-2	2010-12-01					0	0
WUR:CE-ETH10-3-186-3	2010-12-01	1	5	6	185	7	190
WUR:CE-ETH10-3-186-4	2010-12-01	1	10	4	110	5	120
WUR:CE-ETH10-3-187-1	2010-12-01	17	65	17	420	34	485
WUR:CE-ETH10-3-187-2	2010-12-01	16	60	13	325	29	385
WUR:CE-ETH10-3-187-3	2010-12-01	20	80	12	195	32	275
WUR:CE-ETH10-3-187-4	2010-12-01	9	40	18	415	27	455
WUR:CE-ETH10-3-188-1	2010-12-01	32	170	14	225	46	395
